source_id,source,latitude,longitude,event_date,spatial_block_id
30495,GSI,27.0683584,95.7253063,,block_54_191
30499,GSI,27.0438834,95.7282196,,block_54_191
30500,GSI,27.0399142,95.7328203,,block_54_191
30466,GSI,26.8858961,95.5620132,,block_53_191
30465,GSI,26.8975016,95.5426123,,block_53_191
30464,GSI,26.9042937,95.5493132,,block_53_191
30463,GSI,26.9198227,95.5454211,,block_53_191
30462,GSI,26.9392324,95.5209942,,block_53_191
30461,GSI,26.9521733,95.5194019,,block_53_191
30468,GSI,27.0193788,95.5558989,,block_54_191
30467,GSI,26.9843184,95.5104695,,block_53_191
30469,GSI,27.0321238,95.5622082,,block_54_191
30470,GSI,27.0363388,95.5646771,,block_54_191
30472,GSI,27.0462518,95.5920836,,block_54_191
30473,GSI,27.0618449,95.6142118,,block_54_191
30474,GSI,27.0722055,95.6340209,,block_54_191
30479,GSI,27.1224083,95.6787184,,block_54_191
30482,GSI,27.1152465,95.6709647,,block_54_191
30480,GSI,27.1228724,95.6725462,,block_54_191
30483,GSI,27.1057476,95.6541763,,block_54_191
30555,GSI,27.1026253,95.6456312,,block_54_191
30485,GSI,27.0997068,95.6410746,,block_54_191
30486,GSI,27.0959686,95.6348715,,block_54_191
30488,GSI,27.0791758,95.6380227,,block_54_191
30478,GSI,27.1292201,95.684101,,block_54_191
30476,GSI,27.1311289,95.689613,,block_54_191
30448,GSI,26.8496241,95.3208778,,block_53_190
30453,GSI,26.9044448,95.3603989,,block_53_190
30452,GSI,26.8785904,95.3523402,,block_53_190
30451,GSI,26.8818812,95.3330274,,block_53_190
30457,GSI,26.9434327,95.385986,,block_53_190
30455,GSI,26.936043,95.370996,,block_53_190
30456,GSI,26.9352904,95.3769596,,block_53_190
30454,GSI,26.9256967,95.3714482,,block_53_190
30458,GSI,26.9767305,95.4231035,,block_53_190
30459,GSI,26.9949417,95.4745906,,block_53_190
30460,GSI,26.9946178,95.4868179,,block_53_190
30449,GSI,26.7999291,95.3095334,,block_53_190
30450,GSI,26.7364938,95.2618219,,block_53_190
15226,GSI,26.678833,95.19475,,block_53_190
15254,GSI,26.693167,95.17475,,block_53_190
15225,GSI,26.666778,95.200833,,block_53_190
30543,GSI,27.2269006,95.9053933,,block_54_191
14524,GSI,26.413056,95.048278,,block_52_190
14527,GSI,26.3765,95.011139,,block_52_190
14525,GSI,26.37175,95.000806,,block_52_190
14526,GSI,26.379361,95.003444,,block_52_190
185,GSI,26.40908,94.96308,,block_52_189
184,GSI,26.40653,94.95814,,block_52_189
16074,GSI,26.212028,95.000417,,block_52_190
16098,GSI,26.216861,95.002889,,block_52_190
16100,GSI,26.21475,95.010667,,block_52_190
14603,GSI,26.226028,95.043389,,block_52_190
14601,GSI,26.223,95.033417,,block_52_190
14604,GSI,26.229389,95.051694,,block_52_190
14637,GSI,26.24325,95.073167,,block_52_190
14890,GSI,26.259083,95.085972,,block_52_190
14889,GSI,26.251778,95.072111,,block_52_190
14636,GSI,26.240556,95.065694,,block_52_190
14634,GSI,26.239056,95.058194,,block_52_190
14632,GSI,26.242944,95.048417,,block_52_190
14558,GSI,26.26175,95.103444,,block_52_190
14892,GSI,26.257028,95.099528,,block_52_190
14875,GSI,26.172472,95.048583,,block_52_190
14877,GSI,26.163778,95.056722,,block_52_190
14884,GSI,26.114861,95.052417,,block_52_190
14848,GSI,26.122694,95.076861,,block_52_190
14846,GSI,26.041611,95.075806,,block_52_190
14847,GSI,26.045083,95.054833,,block_52_190
14921,GSI,26.074,95.083833,,block_52_190
14920,GSI,26.073167,95.0785,,block_52_190
14886,GSI,26.10325,95.060361,,block_52_190
14518,GSI,26.094083,95.043389,,block_52_190
14840,GSI,26.093083,95.036278,,block_52_190
14843,GSI,26.068111,95.025972,,block_52_190
14841,GSI,26.081472,95.02625,,block_52_190
14845,GSI,26.064111,95.03975,,block_52_190
14844,GSI,26.066583,95.033361,,block_52_190
14922,GSI,26.132333,95.01675,,block_52_190
14923,GSI,26.112611,95.039028,,block_52_190
14660,GSI,26.176278,95.009889,,block_52_190
14879,GSI,26.165417,95.020444,,block_52_190
14882,GSI,26.167861,95.026694,,block_52_190
14839,GSI,26.169111,95.041361,,block_52_190
14661,GSI,26.175889,95.030472,,block_52_190
14878,GSI,26.173917,95.025556,,block_52_190
14638,GSI,26.197944,95.015972,,block_52_190
14639,GSI,26.202167,95.017889,,block_52_190
14663,GSI,26.196222,95.020722,,block_52_190
9546,GSI,26.160167,94.873417,,block_52_189
9547,GSI,26.166905,94.876367,,block_52_189
9565,GSI,26.182216,94.891382,,block_52_189
9548,GSI,26.17562,94.888105,,block_52_189
9749,GSI,26.110135,94.870921,,block_52_189
9544,GSI,26.02883,94.863993,,block_52_189
9545,GSI,26.027111,94.847806,,block_52_189
9732,GSI,26.18096,94.81309,,block_52_189
9734,GSI,26.197444,94.856955,,block_52_189
9733,GSI,26.185491,94.814241,,block_52_189
9709,GSI,26.190833,94.813722,,block_52_189
9569,GSI,26.205135,94.811625,,block_52_189
9756,GSI,26.234778,94.782333,,block_52_189
9740,GSI,26.210306,94.810333,,block_52_189
9739,GSI,26.214972,94.812056,,block_52_189
9568,GSI,26.226778,94.801583,,block_52_189
9755,GSI,26.233444,94.795278,,block_52_189
9567,GSI,26.235736,94.805011,,block_52_189
15373,GSI,26.251111,94.808889,,block_52_189
14758,GSI,26.260556,94.809444,,block_52_189
15027,GSI,26.275167,94.770472,,block_52_189
14761,GSI,26.273333,94.83,,block_52_189
15034,GSI,26.295278,94.835556,,block_52_189
15029,GSI,26.300556,94.844722,,block_52_189
14998,GSI,26.258889,94.8175,,block_52_189
9758,GSI,26.249,94.819778,,block_52_189
631,GSI,26.24139,94.82056,,block_52_189
9735,GSI,26.220449,94.898329,,block_52_189
9753,GSI,26.231694,94.941056,,block_52_189
15037,GSI,26.305833,94.875833,,block_52_189
14732,GSI,26.311944,94.877778,,block_52_189
15033,GSI,26.330556,94.875833,,block_52_189
15032,GSI,26.336111,94.866944,,block_52_189
14733,GSI,26.326111,94.866111,,block_52_189
14756,GSI,26.326944,94.896667,,block_52_189
14762,GSI,26.3275,94.917222,,block_52_189
14997,GSI,26.336667,94.9275,,block_52_189
14996,GSI,26.359722,94.935556,,block_52_189
15668,GSI,26.371667,94.943333,,block_52_189
15667,GSI,26.375278,94.936389,,block_52_189
183,GSI,26.39936,94.94553,,block_52_189
15105,GSI,26.389722,94.920556,,block_52_189
15007,GSI,26.404167,94.870278,,block_52_189
668,GSI,26.38778,94.82583,,block_52_189
672,GSI,26.37639,94.84056,,block_52_189
673,GSI,26.36083,94.84,,block_52_189
15031,GSI,26.326389,94.858056,,block_52_189
15030,GSI,26.317778,94.849722,,block_52_189
674,GSI,26.34417,94.83333,,block_52_189
8570,GSI,26.372667,94.71375,,block_52_189
667,GSI,26.27028,94.75,,block_52_189
9715,GSI,26.216456,94.681866,,block_52_189
9714,GSI,26.210043,94.683989,,block_52_189
8446,GSI,26.253611,94.616639,,block_52_189
8429,GSI,26.272361,94.58425,,block_52_189
8447,GSI,26.301694,94.616694,,block_52_189
8609,GSI,26.301639,94.588361,,block_52_189
8444,GSI,26.382806,94.66425,,block_52_189
8567,GSI,26.412694,94.641333,,block_52_189
8441,GSI,26.389556,94.616667,,block_52_189
8425,GSI,26.394222,94.553472,,block_52_189
8608,GSI,26.320861,94.559278,,block_52_189
8610,GSI,26.320806,94.537972,,block_52_189
8407,GSI,26.327972,94.527389,,block_52_189
8611,GSI,26.325861,94.52275,,block_52_189
8408,GSI,26.327167,94.508056,,block_52_189
8592,GSI,26.367056,94.472861,,block_52_188
8593,GSI,26.376,94.463389,,block_52_188
8594,GSI,26.379167,94.44625,,block_52_188
8413,GSI,26.39425,94.444333,,block_52_188
8430,GSI,26.395139,94.451194,,block_52_188
8431,GSI,26.395944,94.460056,,block_52_188
8409,GSI,26.390972,94.438111,,block_52_188
8595,GSI,26.320639,94.398806,,block_52_188
8390,GSI,26.316056,94.403972,,block_52_188
8591,GSI,26.318806,94.453611,,block_52_188
8590,GSI,26.282667,94.475667,,block_52_188
8573,GSI,26.271389,94.453972,,block_52_188
7313,GSI,26.222111,94.419028,,block_52_188
7312,GSI,26.217361,94.419417,,block_52_188
7208,GSI,26.247056,94.479694,,block_52_188
7222,GSI,26.232861,94.472361,,block_52_188
7330,GSI,26.219417,94.477028,,block_52_188
8440,GSI,26.302778,94.505528,,block_52_189
10897,GSI,26.227896,94.55032,,block_52_189
9582,GSI,26.220506,94.550504,,block_52_189
10921,GSI,26.185479,94.577522,,block_52_189
10920,GSI,26.191306,94.569611,,block_52_189
10919,GSI,26.19257,94.558955,,block_52_189
9579,GSI,26.18971,94.549818,,block_52_189
9578,GSI,26.179226,94.557166,,block_52_189
9725,GSI,26.143985,94.579865,,block_52_189
9702,GSI,26.135361,94.502167,,block_52_189
7306,GSI,26.159667,94.4995,,block_52_188
7308,GSI,26.198528,94.487528,,block_52_188
7325,GSI,26.191278,94.484833,,block_52_188
7205,GSI,26.1785,94.411778,,block_52_188
7207,GSI,26.184028,94.431361,,block_52_188
7389,GSI,26.114833,94.399222,,block_52_188
7514,GSI,26.112639,94.405194,,block_52_188
7388,GSI,26.080917,94.481697,,block_52_188
7387,GSI,26.075722,94.481611,,block_52_188
7202,GSI,26.069917,94.411639,,block_52_188
7203,GSI,26.074417,94.423667,,block_52_188
7204,GSI,26.076583,94.433611,,block_52_188
7347,GSI,26.034833,94.458,,block_52_188
9541,GSI,26.020603,94.50632,,block_52_189
9561,GSI,26.013806,94.530111,,block_52_189
9519,GSI,26.0415,94.522444,,block_52_189
9744,GSI,26.034806,94.519889,,block_52_189
9743,GSI,26.046444,94.526194,,block_52_189
7309,GSI,26.085333,94.49025,,block_52_188
7310,GSI,26.094333,94.493639,,block_52_188
9742,GSI,26.077167,94.542306,,block_52_189
9562,GSI,26.101907,94.537237,,block_52_189
9703,GSI,26.085597,94.559075,,block_52_189
9512,GSI,26.077122,94.559107,,block_52_189
9729,GSI,26.03853,94.58648,,block_52_189
9760,GSI,26.028806,94.638389,,block_52_189
9761,GSI,26.031786,94.634392,,block_52_189
9486,GSI,26.037847,94.635525,,block_52_189
9504,GSI,26.049285,94.635198,,block_52_189
9511,GSI,26.148727,94.626957,,block_52_189
9738,GSI,26.156611,94.621778,,block_52_189
9727,GSI,26.154944,94.614503,,block_52_189
9515,GSI,26.156333,94.593611,,block_52_189
9577,GSI,26.161955,94.594693,,block_52_189
10922,GSI,26.182283,94.586087,,block_52_189
9737,GSI,26.161639,94.6215,,block_52_189
9736,GSI,26.178889,94.638139,,block_52_189
9529,GSI,26.1434,94.633527,,block_52_189
9527,GSI,26.134722,94.631639,,block_52_189
9508,GSI,26.122864,94.638388,,block_52_189
9506,GSI,26.114866,94.63475,,block_52_189
25964,GSI,26.11,94.76,,block_52_189
8597,GSI,25.968233,94.684364,,block_51_189
8598,GSI,25.956083,94.719475,,block_51_189
8612,GSI,25.948886,94.706133,,block_51_189
8616,GSI,25.940703,94.750969,,block_51_189
8614,GSI,25.9255,94.760419,,block_51_189
8615,GSI,25.896244,94.758128,,block_51_189
8453,GSI,25.848958,94.755311,,block_51_189
7417,GSI,25.827011,94.733178,,block_51_189
7434,GSI,25.828703,94.726789,,block_51_189
7435,GSI,25.842358,94.702953,,block_51_189
8468,GSI,25.821589,94.708056,,block_51_189
8454,GSI,25.880908,94.653542,,block_51_189
8471,GSI,25.895111,94.650258,,block_51_189
7293,GSI,25.899767,94.640067,,block_51_189
7276,GSI,25.898825,94.629367,,block_51_189
7295,GSI,25.880069,94.628103,,block_51_189
7416,GSI,25.867083,94.614828,,block_51_189
7275,GSI,25.899894,94.624047,,block_51_189
9671,GSI,25.940872,94.586361,,block_51_189
9672,GSI,25.954636,94.607456,,block_51_189
8472,GSI,25.920367,94.641739,,block_51_189
7438,GSI,25.940317,94.650583,,block_51_189
9668,GSI,25.9645,94.632583,,block_51_189
9693,GSI,25.969628,94.634169,,block_51_189
9759,GSI,26.002188,94.623681,,block_52_189
9669,GSI,25.964283,94.619592,,block_51_189
9691,GSI,25.963,94.614097,,block_51_189
9667,GSI,25.958047,94.597519,,block_51_189
9653,GSI,25.998183,94.5975,,block_51_189
9517,GSI,25.981228,94.572292,,block_51_189
9518,GSI,25.9899,94.5679,,block_51_189
9675,GSI,25.966581,94.565806,,block_51_189
9495,GSI,25.968006,94.574256,,block_51_189
9516,GSI,25.980008,94.580747,,block_51_189
9697,GSI,25.922767,94.565056,,block_51_189
9699,GSI,25.970169,94.503803,,block_51_189
9500,GSI,25.972636,94.511444,,block_51_189
9501,GSI,25.978975,94.512064,,block_51_189
9502,GSI,25.998217,94.504756,,block_51_189
9521,GSI,25.990339,94.507711,,block_51_189
9878,GSI,25.993981,94.474467,,block_51_188
9684,GSI,25.965083,94.426806,,block_51_188
9683,GSI,25.952722,94.430278,,block_51_188
9705,GSI,25.91775,94.415028,,block_51_188
9706,GSI,25.918194,94.409611,,block_51_188
9704,GSI,25.910917,94.416361,,block_51_188
9882,GSI,25.905953,94.427414,,block_51_188
9708,GSI,25.917361,94.452556,,block_51_188
9951,GSI,25.909153,94.477497,,block_51_188
9664,GSI,25.876778,94.462028,,block_51_188
9686,GSI,25.862222,94.450333,,block_51_188
9950,GSI,25.893042,94.45835,,block_51_188
9665,GSI,25.854278,94.432472,,block_51_188
9488,GSI,25.841667,94.436472,,block_51_188
9484,GSI,25.839361,94.430583,,block_51_188
9467,GSI,25.809861,94.428972,,block_51_188
9677,GSI,25.810964,94.527417,,block_51_189
9476,GSI,25.833644,94.518333,,block_51_189
9493,GSI,25.850458,94.530347,,block_51_189
9678,GSI,25.842742,94.503003,,block_51_189
9494,GSI,25.857789,94.523589,,block_51_189
9474,GSI,25.886089,94.542711,,block_51_189
15057,GSI,25.711278,94.579944,,block_51_189
9676,GSI,25.786433,94.519583,,block_51_189
9948,GSI,25.751567,94.48315,,block_51_188
9710,GSI,25.756889,94.478472,,block_51_188
9713,GSI,25.763833,94.479889,,block_51_188
9463,GSI,25.786861,94.446,,block_51_188
9465,GSI,25.796056,94.4315,,block_51_188
9464,GSI,25.788389,94.434111,,block_51_188
9466,GSI,25.802361,94.430556,,block_51_188
9468,GSI,25.794083,94.415944,,block_51_188
7289,GSI,25.726,94.435,,block_51_188
7284,GSI,25.707,94.466,,block_51_188
8551,GSI,25.6702,94.456,,block_51_188
7491,GSI,25.668,94.464,,block_51_188
7285,GSI,25.662,94.453,,block_51_188
7471,GSI,25.679,94.458,,block_51_188
8370,GSI,25.696,94.461,,block_51_188
8388,GSI,25.692,94.444,,block_51_188
8536,GSI,25.696,94.426,,block_51_188
8501,GSI,25.675,94.397,,block_51_188
7344,GSI,25.67,94.397,,block_51_188
7511,GSI,25.657,94.439,,block_51_188
8500,GSI,25.649,94.441,,block_51_188
8568,GSI,25.602,94.427,,block_51_188
8519,GSI,25.646,94.479,,block_51_188
8547,GSI,25.62,94.485,,block_51_188
8478,GSI,25.618,94.468,,block_51_188
8548,GSI,25.614,94.493,,block_51_188
14787,GSI,25.624639,94.503278,,block_51_189
15052,GSI,25.650556,94.5095,,block_51_189
15054,GSI,25.651,94.514833,,block_51_189
15055,GSI,25.651528,94.52225,,block_51_189
15056,GSI,25.668417,94.543194,,block_51_189
15024,GSI,25.610083,94.591889,,block_51_189
15020,GSI,25.613472,94.583333,,block_51_189
15021,GSI,25.600306,94.613222,,block_51_189
15058,GSI,25.692222,94.584722,,block_51_189
14786,GSI,25.747892,94.633072,,block_51_189
8600,GSI,25.764292,94.714094,,block_51_189
8618,GSI,25.767683,94.709381,,block_51_189
8599,GSI,25.7578,94.7058,,block_51_189
14567,GSI,25.69925,94.761833,,block_51_189
14992,GSI,25.682333,94.760111,,block_51_189
14993,GSI,25.674944,94.762694,,block_51_189
14894,GSI,25.660583,94.755389,,block_51_189
14896,GSI,25.657361,94.750278,,block_51_189
14755,GSI,25.652361,94.735889,,block_51_189
14751,GSI,25.673472,94.716222,,block_51_189
14750,GSI,25.667,94.718944,,block_51_189
14752,GSI,25.662222,94.719444,,block_51_189
15019,GSI,25.641,94.730878,,block_51_189
14780,GSI,25.633944,94.733056,,block_51_189
14690,GSI,25.631833,94.750139,,block_51_189
14691,GSI,25.6375,94.757556,,block_51_189
14716,GSI,25.640056,94.765278,,block_51_189
14784,GSI,25.613,94.745889,,block_51_189
14965,GSI,25.604444,94.76,,block_51_189
14964,GSI,25.604611,94.768083,,block_51_189
14926,GSI,25.6055,94.800833,,block_51_189
14924,GSI,25.609472,94.806111,,block_51_189
14925,GSI,25.620269,94.801031,,block_51_189
14717,GSI,25.646389,94.766389,,block_51_189
14718,GSI,25.652639,94.7705,,block_51_189
14566,GSI,25.700278,94.767222,,block_51_189
14970,GSI,25.699556,94.775583,,block_51_189
14700,GSI,25.680917,94.792014,,block_51_189
14931,GSI,25.680167,94.837944,,block_51_189
14668,GSI,25.626833,94.847053,,block_51_189
14699,GSI,25.623364,94.819272,,block_51_189
14725,GSI,25.602208,94.823292,,block_51_189
14698,GSI,25.601028,94.829722,,block_51_189
14695,GSI,25.604389,94.839583,,block_51_189
14694,GSI,25.6,94.841389,,block_51_189
14986,GSI,25.602511,94.891208,,block_51_189
7554,GSI,25.786061,94.931447,,block_51_189
7429,GSI,25.801608,94.935386,,block_51_189
7553,GSI,25.786594,94.922778,,block_51_189
7596,GSI,25.789933,94.849811,,block_51_189
7664,GSI,25.788847,94.856314,,block_51_189
7665,GSI,25.783939,94.856411,,block_51_189
7594,GSI,25.786692,94.829933,,block_51_189
7666,GSI,25.755936,94.846033,,block_51_189
7667,GSI,25.751456,94.850217,,block_51_189
14932,GSI,25.742178,94.842917,,block_51_189
14935,GSI,25.728964,94.795497,,block_51_189
14933,GSI,25.715956,94.810833,,block_51_189
14966,GSI,25.721861,94.780667,,block_51_189
14938,GSI,25.7345,94.777417,,block_51_189
14937,GSI,25.737289,94.787844,,block_51_189
8619,GSI,25.784961,94.789617,,block_51_189
8621,GSI,25.786311,94.796825,,block_51_189
8462,GSI,25.797781,94.770447,,block_51_189
9695,GSI,25.827608,94.783028,,block_51_189
8461,GSI,25.820689,94.767353,,block_51_189
8483,GSI,25.842531,94.787211,,block_51_189
8469,GSI,25.829728,94.792592,,block_51_189
8463,GSI,25.834436,94.795519,,block_51_189
8467,GSI,25.818947,94.8075,,block_51_189
8466,GSI,25.814525,94.806114,,block_51_189
8470,GSI,25.820367,94.820367,,block_51_189
8450,GSI,25.861553,94.820553,,block_51_189
8622,GSI,25.901125,94.82785,,block_51_189
8449,GSI,25.893797,94.821944,,block_51_189
8317,GSI,25.887525,94.797508,,block_51_189
8487,GSI,25.884003,94.792711,,block_51_189
8319,GSI,25.889897,94.811111,,block_51_189
670,GSI,25.9,94.78917,,block_51_189
8613,GSI,25.905494,94.769017,,block_51_189
8484,GSI,25.911931,94.793292,,block_51_189
8300,GSI,25.940053,94.797197,,block_51_189
8299,GSI,25.944008,94.789414,,block_51_189
8316,GSI,25.938447,94.7843,,block_51_189
8485,GSI,25.934647,94.787967,,block_51_189
8301,GSI,25.962689,94.816972,,block_51_189
9694,GSI,25.971456,94.818392,,block_51_189
8617,GSI,25.915925,94.824992,,block_51_189
8433,GSI,25.915092,94.844003,,block_51_189
8305,GSI,25.919689,94.839167,,block_51_189
7274,GSI,25.872444,94.950069,,block_51_189
7272,GSI,25.878525,94.947372,,block_51_189
8434,GSI,25.883108,94.919106,,block_51_189
8287,GSI,25.828928,94.898075,,block_51_189
7552,GSI,25.820664,94.912642,,block_51_189
7550,GSI,25.827397,94.907311,,block_51_189
8452,GSI,25.848194,94.916169,,block_51_189
7430,GSI,25.814822,94.950353,,block_51_189
7433,GSI,25.814625,94.971819,,block_51_189
7450,GSI,25.817164,94.975969,,block_51_189
7273,GSI,25.881489,94.962525,,block_51_189
7555,GSI,25.792131,94.95655,,block_51_189
7558,GSI,25.788378,94.96105,,block_51_189
14987,GSI,25.570222,94.877278,,block_51_189
14988,GSI,25.581,94.863694,,block_51_189
14665,GSI,25.588806,94.859428,,block_51_189
14667,GSI,25.593333,94.855194,,block_51_189
14692,GSI,25.594639,94.842444,,block_51_189
14670,GSI,25.590139,94.846333,,block_51_189
14669,GSI,25.585472,94.846833,,block_51_189
14991,GSI,25.584147,94.8582,,block_51_189
14701,GSI,25.593778,94.822389,,block_51_189
14720,GSI,25.593944,94.810925,,block_51_189
14722,GSI,25.584519,94.792344,,block_51_189
14963,GSI,25.596111,94.785444,,block_51_189
14721,GSI,25.588389,94.78825,,block_51_189
14962,GSI,25.597778,94.767,,block_51_189
14724,GSI,25.582694,94.785139,,block_51_189
14952,GSI,25.576444,94.785556,,block_51_189
14953,GSI,25.568528,94.784806,,block_51_189
14956,GSI,25.561389,94.783889,,block_51_189
14984,GSI,25.561903,94.778178,,block_51_189
14959,GSI,25.566944,94.773222,,block_51_189
14985,GSI,25.560844,94.773214,,block_51_189
14928,GSI,25.555056,94.768611,,block_51_189
15489,GSI,25.092033,94.640664,,block_50_189
15550,GSI,25.065889,94.632139,,block_50_189
15343,GSI,25.064833,94.643917,,block_50_189
15551,GSI,25.064444,94.620278,,block_50_189
15308,GSI,25.055186,94.599525,,block_50_189
15587,GSI,25.059861,94.584889,,block_50_189
15554,GSI,25.063167,94.614389,,block_50_189
15358,GSI,24.991833,94.603306,,block_49_189
14688,GSI,24.812611,94.581278,,block_49_189
15360,GSI,24.884889,94.613222,,block_49_189
15364,GSI,24.884389,94.601306,,block_49_189
15276,GSI,24.870806,94.591111,,block_49_189
15362,GSI,24.8905,94.607056,,block_49_189
15252,GSI,24.985833,94.60825,,block_49_189
15251,GSI,24.98025,94.613972,,block_49_189
15248,GSI,24.964694,94.6175,,block_49_189
15249,GSI,24.970167,94.618,,block_49_189
15359,GSI,24.958833,94.618917,,block_49_189
15014,GSI,24.938361,94.549556,,block_49_189
15011,GSI,24.94225,94.541056,,block_49_189
15009,GSI,24.948083,94.535556,,block_49_189
15281,GSI,24.957333,94.50075,,block_49_189
25171,GSI,24.954887,94.493465,,block_49_188
15282,GSI,24.95625,94.520083,,block_49_189
15284,GSI,24.952,94.529028,,block_49_189
15043,GSI,24.920056,94.568778,,block_49_189
15016,GSI,24.921167,94.563361,,block_49_189
15015,GSI,24.924528,94.559833,,block_49_189
15046,GSI,24.917611,94.576556,,block_49_189
15279,GSI,24.871889,94.580417,,block_49_189
15280,GSI,24.867139,94.566889,,block_49_189
14689,GSI,24.8155,94.572222,,block_49_189
15049,GSI,24.814778,94.549639,,block_49_189
15217,GSI,24.826361,94.5255,,block_49_189
15050,GSI,24.817028,94.534528,,block_49_189
15247,GSI,24.806417,94.505778,,block_49_189
15244,GSI,24.821028,94.50425,,block_49_189
15215,GSI,24.841944,94.512972,,block_49_189
15216,GSI,24.835611,94.519722,,block_49_189
24239,GSI,24.797,94.409028,,block_49_188
24222,GSI,24.796417,94.398786,,block_49_188
24088,GSI,24.932631,94.417417,,block_49_188
24174,GSI,24.906333,94.482917,,block_49_188
24175,GSI,24.909889,94.486778,,block_49_188
24176,GSI,24.916083,94.486889,,block_49_188
24196,GSI,24.934336,94.460091,,block_49_188
24195,GSI,24.919751,94.461919,,block_49_188
24177,GSI,24.91475,94.464944,,block_49_188
24197,GSI,24.943258,94.457787,,block_49_188
25169,GSI,24.949274,94.473427,,block_49_188
25170,GSI,24.948667,94.4835,,block_49_188
25168,GSI,24.958261,94.473862,,block_49_188
24162,GSI,24.969479,94.483082,,block_49_188
9347,GSI,25.033778,94.43625,,block_50_188
9216,GSI,25.027333,94.423583,,block_50_188
8060,GSI,25.020361,94.4095,,block_50_188
9351,GSI,25.023111,94.449361,,block_50_188
9349,GSI,25.012111,94.464833,,block_50_188
9348,GSI,25.007917,94.452972,,block_50_188
15629,GSI,25.060389,94.535472,,block_50_189
14608,GSI,25.051944,94.551111,,block_50_189
15623,GSI,25.0565,94.551528,,block_50_189
15627,GSI,25.061472,94.549694,,block_50_189
14576,GSI,25.05125,94.556111,,block_50_189
15588,GSI,25.062833,94.577722,,block_50_189
15589,GSI,25.055278,94.567861,,block_50_189
15666,GSI,25.082306,94.551722,,block_50_189
15628,GSI,25.065056,94.544583,,block_50_189
14575,GSI,25.069806,94.541667,,block_50_189
15663,GSI,25.069306,94.536528,,block_50_189
15660,GSI,25.054722,94.526528,,block_50_189
14572,GSI,25.081611,94.506333,,block_50_189
15342,GSI,25.10125,94.510806,,block_50_189
15303,GSI,25.103111,94.532083,,block_50_189
15339,GSI,25.096083,94.515806,,block_50_189
15337,GSI,25.094333,94.522528,,block_50_189
15305,GSI,25.100889,94.526556,,block_50_189
15302,GSI,25.096417,94.531778,,block_50_189
15300,GSI,25.096611,94.551028,,block_50_189
15488,GSI,25.091742,94.550444,,block_50_189
15232,GSI,25.179194,94.526528,,block_50_189
15306,GSI,25.188611,94.520917,,block_50_189
15273,GSI,25.18425,94.522667,,block_50_189
14568,GSI,25.182861,94.505167,,block_50_189
9149,GSI,25.155194,94.461278,,block_50_188
9376,GSI,25.099194,94.460722,,block_50_188
9146,GSI,25.126167,94.456278,,block_50_188
9375,GSI,25.134611,94.460722,,block_50_188
9380,GSI,25.127722,94.449417,,block_50_188
9378,GSI,25.128417,94.440639,,block_50_188
9178,GSI,25.392389,94.454333,,block_50_188
15524,GSI,25.315861,94.504139,,block_50_189
15520,GSI,25.312667,94.509111,,block_50_189
15396,GSI,25.325194,94.511861,,block_50_189
15398,GSI,25.324194,94.520278,,block_50_189
15558,GSI,25.323556,94.525583,,block_50_189
15559,GSI,25.329306,94.524639,,block_50_189
15425,GSI,25.3375,94.527806,,block_50_189
15423,GSI,25.360389,94.529917,,block_50_189
15421,GSI,25.356583,94.525306,,block_50_189
14531,GSI,25.388056,94.550083,,block_50_189
15101,GSI,25.394667,94.548917,,block_50_189
15590,GSI,25.373639,94.555333,,block_50_189
15594,GSI,25.261806,94.546944,,block_50_189
15591,GSI,25.265389,94.541472,,block_50_189
14574,GSI,25.27325,94.555417,,block_50_189
15097,GSI,25.287306,94.539833,,block_50_189
15659,GSI,25.286944,94.531361,,block_50_189
15429,GSI,25.289806,94.525639,,block_50_189
15292,GSI,25.394917,94.630111,,block_50_189
15329,GSI,25.407667,94.587222,,block_50_189
15289,GSI,25.409139,94.592139,,block_50_189
15325,GSI,25.410667,94.598361,,block_50_189
15290,GSI,25.400639,94.620639,,block_50_189
14957,GSI,25.553833,94.762389,,block_51_189
14960,GSI,25.566583,94.763722,,block_51_189
14961,GSI,25.589222,94.766083,,block_51_189
14731,GSI,25.5925,94.628472,,block_51_189
14728,GSI,25.507611,94.661028,,block_51_189
14726,GSI,25.502583,94.661194,,block_51_189
14727,GSI,25.505833,94.653806,,block_51_189
15059,GSI,25.515222,94.660694,,block_51_189
14729,GSI,25.562667,94.608,,block_51_189
14730,GSI,25.581333,94.627306,,block_51_189
15025,GSI,25.593472,94.596944,,block_51_189
14782,GSI,25.587167,94.514361,,block_51_189
14812,GSI,25.497078,94.553583,,block_50_189
14814,GSI,25.492333,94.555444,,block_50_189
14815,GSI,25.485861,94.544528,,block_50_189
14854,GSI,25.478194,94.535111,,block_50_189
14858,GSI,25.471806,94.543,,block_50_189
14534,GSI,25.466278,94.552528,,block_50_189
14749,GSI,25.467169,94.54755,,block_50_189
14857,GSI,25.466611,94.537861,,block_50_189
15079,GSI,25.45475,94.552583,,block_50_189
15080,GSI,25.442278,94.563833,,block_50_189
14807,GSI,25.431361,94.560861,,block_50_189
15293,GSI,25.432833,94.575444,,block_50_189
15081,GSI,25.420722,94.577722,,block_50_189
15122,GSI,25.416,94.579028,,block_50_189
14806,GSI,25.410389,94.579361,,block_50_189
15103,GSI,25.415639,94.559361,,block_50_189
15082,GSI,25.410333,94.542028,,block_50_189
