source,source_id,source_ref,latitude,longitude,state,district,location_description,landslide_type,trigger,event_date,temporal_precision,fatalities,injuries,location_accuracy,original_record_reference,valid_coordinates,valid_date,duplicate_source_id,duplicate_coordinates
NASA_GLC,11403,1543847,23.73672831,92.7516868,Mizoram,,"near Zemabawk, Aizawl, Mizoram, 796017",landslide,continuous_rain,2018-05-12,day,4,0,1km,The Morung Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,319,1543901,25.4379,94.1162,Manipur,,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",landslide,rain,2007-10-19,day,0,0,50km,e-Pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2415,1543916,25.63961883,94.11112157,Nagaland,,power lines 5 km from Kohima,landslide,downpour,2010-09-12,day,0,0,25km,Telegraph,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7385,1543967,24.004,93.9815,Manipur,,"Holenjang, Chandel district",landslide,continuous_rain,2015-08-01,day,0,0,10km,India Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3683,1543983,25.8782,94.1739,Nagaland,,NH-61 between Botsa and Chiechama,landslide,downpour,2011-07-01,day,0,0,10km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7956,1544007,26.048,91.8695,Meghalaya,,Byrnihat,landslide,unknown,2015-09-05,day,0,0,1km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1857,1544038,25.3433,92.2897,Meghalaya,,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",landslide,downpour,2010-05-11,day,0,0,25km,prokerala,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9232,1544070,23.5397,93.3783,Mizoram,,"Ngur, near Mizoram-Myanmar border, India",landslide,continuous_rain,2016-07-28,day,2,6,1km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3944,1544090,27.7344,88.633,Sikkim,,"Hee-Khola, Sikkim",landslide,downpour,2011-08-25,day,2,0,10km,ibnlive.in,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7335,1544126,25.5145,90.2023,Meghalaya,,Tura Civil Hospital,landslide,continuous_rain,2015-08-18,day,0,0,1km,Shillong Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3643,1544132,27.2879,88.2579,Sikkim,,Villages surrounding the West Sikkim district of,landslide,downpour,2011-06-23,day,16,0,5km,assamtribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2106,1544141,26.8716,94.9921,Nagaland,,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",landslide,downpour,2010-07-20,day,0,0,25km,nagalandpost,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2411,1543400,27.0011,93.7273,Arunachal Pradesh,,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",landslide,downpour,2010-09-10,day,0,0,unknown,timesofindia.indiatimes,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9124,1543406,25.203,90.5573,Meghalaya,,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",translational_slide,continuous_rain,2016-07-19,day,0,0,5km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2421,1543412,23.75406693,92.74128531,Mizoram,,"road to Muanna Godown, Zuangtui, Mizoram",landslide,downpour,2010-09-13,day,0,0,1km,Mizoram Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5268,1543443,26.0137,94.5163,Nagaland,,"Zunheboto, Nagaland",landslide,continuous_rain,2013-08-04,day,0,0,25km,www.morungexpress.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2405,1543481,28.3036,95.4112,Arunachal Pradesh,,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",landslide,downpour,2010-09-09,day,10,0,unknown,timesofindia.indiatimes,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2345,1543487,27.3392,88.6188,Sikkim,,"Daragaon(?), Gangtok city, Sikkim",landslide,downpour,2010-08-27,day,0,0,5km,thehindu,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9869,1543598,26.88161,95.399897,Arunachal Pradesh,,"Longding, India",landslide,other,2016-08-16,day,1,0,25km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9743,1543601,27.05909317,93.54235868,Arunachal Pradesh,,"Poma River, west of Itangar",landslide,unknown,2017-06-04,day,0,0,5km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9935,1543610,27.08168565,93.60815652,Arunachal Pradesh,,"Sanglo Potum (??), Itanagar, Papum Pare, Arunachal Pradesh",landslide,continuous_rain,2017-07-01,day,0,0,5km,Arunachal Pradesh,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9934,1543611,27.01145644,92.64204045,Arunachal Pradesh,,"Bhalukpong, West Kameng, Arunachal Pradesh",landslide,continuous_rain,2017-07-01,day,0,0,1km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,322,1543636,24.75,93.4333,Manipur,,National Highway 53 at Nungba in Tamenglong district of Manipur,landslide,rain,2007-10-21,day,0,0,25km,Hmar.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5442,1543687,27.1614,93.7525,Arunachal Pradesh,,Arunachal Pradesh,landslide,downpour,2013-09-02,day,0,0,unknown,ibnlive.in.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6292,1543689,25.7238,89.9032,Assam,,Hatsingimari,landslide,continuous_rain,2014-09-23,day,1,0,5km,Deccan Herald,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5336,1543723,26.3897,94.9439,Nagaland,,"Tobu, Nagaland",landslide,rain,2013-08-16,day,0,0,10km,www.morungexpress.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7836,1543740,24.042,92.6724,Mizoram,,"National Highway 54, at Kawnpui town",landslide,downpour,2015-08-27,day,0,0,10km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4798,1543747,28.8254,96.1509,Arunachal Pradesh,,"Dibang Valley, Arunachal Pradesh",landslide,rain,2013-04-07,day,0,0,unknown,www.ndtv.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7923,1543763,26.49349035,91.72137514,Assam,,Amingaon,landslide,rain,2015-09-01,day,2,0,10km,The New Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3760,1543775,25.6703,94.1095,Nagaland,,"NH-61, 1 km before reaching Botsa",landslide,downpour,2011-07-11,day,0,0,25km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1084,1545083,27.7,92.8,Arunachal Pradesh,,"Upper Subansiri District, Arunanchal Pradesh",landslide,downpour,2009-08-12,day,0,0,5km,timesofindia.indiatimes,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2166,1545086,24.9786,93.5027,Manipur,,"Highway 53 at Tupul, Tamenglong district",landslide,downpour,2010-07-29,day,0,0,10km,gsi.gov,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8366,1545089,25.583,91.893,Meghalaya,,"Shillong, Meghalaya, India",landslide,downpour,2015-09-23,day,2,1,5km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11956,1545191,22.148327,92.80921064,Mizoram,,,landslide,unknown,1970-01-01,day,0,0,exact,NASA SERVIR Science Coordination Office & SERVIR-Mekong,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5430,1545256,24.9037,93.487,Manipur,,"Tamenglong- Khongsang Road, Manipur",mudslide,continuous_rain,2013-09-01,day,0,0,25km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8901,1545269,25.7902,94.1318,Nagaland,,"National Highway 2, near Kohima, Nagaland, India",landslide,downpour,2016-07-10,day,0,0,25km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5337,1545297,26.4205,94.9731,Nagaland,,"Yakshu, Nagaland",landslide,rain,2013-08-16,day,0,0,5km,www.morungexpress.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6106,1545312,26.1407,91.7645,Assam,,Narakasur,landslide,continuous_rain,2014-06-26,day,3,0,5km,Two Circles,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7373,1545323,24.9111,94.4759,Manipur,,between Maku village and Kamjong sub division,landslide,continuous_rain,2015-08-01,day,0,0,10km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7887,1545348,27.8835,96.9262,Arunachal Pradesh,,Hawai,landslide,continuous_rain,2015-08-16,day,0,0,50km,The Times of India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7972,1545385,23.4495,92.8112,Mizoram,,"Mizoram, India",landslide,downpour,2015-08-28,day,0,0,25km,The Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5107,1545429,25.6269,94.1139,Nagaland,,"National Highway 29 Near Phesama Village, Nagaland",landslide,rain,2013-07-15,day,0,0,10km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5343,1545445,24.7625,93.4341,Manipur,,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,landslide,continuous_rain,2013-08-17,day,0,0,10km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6990,1545502,26.0319,94.5466,Nagaland,,"New Land (""New Colony"")",landslide,continuous_rain,2015-06-24,day,0,0,5km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9169,1545505,26.1677,94.2442,Nagaland,,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",landslide,continuous_rain,2016-06-12,day,0,0,100km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4313,1545508,28.4659,95.86,Arunachal Pradesh,,"Endulin Nallah, Mayodia, 17-camp, 83-camp",landslide,downpour,2012-04-08,day,0,0,50km,timesofindia.indiatimes,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6143,1545552,23.7327,92.7463,Mizoram,,"Zembabawk, Aizawl",landslide,downpour,2014-07-14,day,1,2,5km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2566,1545567,25.4769,94.1351,Manipur,,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",mudslide,downpour,2010-10-08,day,0,0,5km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4892,1545625,27.8776,94.25,Arunachal Pradesh,,Upper Subansiri,landslide,downpour,2013-06-01,day,0,0,50km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5421,1545626,26.4205,94.9731,Nagaland,,"Yakshu, Nagaland",mudslide,unknown,2013-08-30,day,0,0,5km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7664,1545632,24.7459,93.4251,Manipur,,Nungba,landslide,continuous_rain,2015-08-11,day,0,0,10km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2420,1545641,23.72988966,92.71495623,Mizoram,,"Tuikual 'C', Aizawl, Mizoram",landslide,downpour,2010-09-13,day,1,0,1km,Mizoram Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7837,1545692,23.7269,92.7265,Mizoram,,three graveyards within Aizawl,landslide,downpour,2015-08-27,day,0,0,5km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9122,1545697,26.1966,91.802,Assam,,"Noonmati, Guwahati, Assam, India",landslide,rain,2016-07-20,day,0,0,5km,Times of India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5338,1545764,26.8727,94.9275,Nagaland,,"Longlem, Nagaland",landslide,rain,2013-08-16,day,0,0,25km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4385,1546986,27.7167,88.5577,Sikkim,,"lachen, Sikkim",landslide,downpour,2012-06-03,day,0,0,5km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9428,1546990,27.5523,91.752,Arunachal Pradesh,,"Thongleng village, Lumla, Tawang, Arunachal Pradesh, India",landslide,continuous_rain,2016-04-22,day,2,4,10km,Arunchal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6331,1547032,25.9466,94.6279,Nagaland,,Kiphire-Seyochung road near Yangzitong village,mudslide,unknown,2014-09-08,day,0,0,25km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1987,1547037,25.2269,93.1658,Assam,,"rails between Mahur and Wadringdisa(?), Assam",landslide,downpour,2010-06-15,day,0,0,25km,ptinews,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6775,1547044,26.1468,91.6469,Assam,,Kailashpur hill,landslide,mining,2015-02-14,day,1,2,5km,Telegraph,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4860,1547063,26.1016,91.6906,Assam,,"Boragaon, North Guwahati, Guwahati, Assam,",landslide,rain,2013-05-11,day,0,0,5km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3619,1547095,27.4885,88.4451,Sikkim,,"National HWY 31A, Birik (cut off Sikkim)",mudslide,rain,2011-06-17,day,0,0,unknown,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11149,1547151,24.82767572,93.51825,Manipur,,"NH-37, Manipur State, India",landslide,continuous_rain,2017-07-09,day,0,0,10km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10975,1547153,25.61919207,92.7094701,Assam,,"Makhim (??), West Karbi Anglong, Assam",landslide,continuous_rain,2017-04-29,day,3,0,25km,India Blooms,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10973,1547155,26.181606,91.772042,Assam,,"Pub Sarania Hill, Guwahati, Assam, India",landslide,unknown,2016-12-15,day,1,0,1km,NBC Daily,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9215,1547239,27.1758,88.5294,Sikkim,,NH10 in Rangpo,rock_fall,unknown,2016-01-14,day,1,5,1km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9733,1547253,23.86469956,91.8949662,Tripura,,Vidyamohan Chowdhury Para (???) of remote Dhalai district,landslide,continuous_rain,2017-06-03,day,3,1,50km,Signs of the Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2575,1547258,25.5242,92.9914,Assam,,"road between Haflong and Lanka, Assam",landslide,downpour,2010-10-09,day,0,0,50km,dnaindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3840,1547260,24.6869,93.9157,Manipur,,Manipur,landslide,downpour,2011-07-25,day,0,0,50km,assamtribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4906,1547269,26.0977,94.7499,Nagaland,,"Helipong-Chessore Road, Nagaland",landslide,unknown,2013-06-07,day,0,0,10km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9952,1547288,26.10430759,91.86227824,Assam,,"Sonapur, Kamrup Metropolitan, Assam",landslide,downpour,2017-07-03,day,0,0,5km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9993,1547289,27.97875751,94.26296826,Arunachal Pradesh,,"Daporijo-Dumporijo road, Arunachal Pradesh, India",landslide,rain,2017-07-04,day,0,0,10km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9704,1547305,25.11956675,94.36416626,Manipur,,"Khaivarentang village (??) in Ukhrul, Manipur",mudslide,continuous_rain,2017-06-12,day,0,0,50km,Eastern Mirror,TRUE,TRUE,FALSE,FALSE
NASA_GLC,264,1547316,26.1833,91.8,Assam,,Guwahati,landslide,rain,2007-09-13,day,0,0,10km,Saharas Samay,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2281,1545794,25.61560252,94.11603493,Nagaland,,"Kisima, Nagaland",landslide,downpour,2010-08-19,day,0,0,5km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2263,1545820,26.2753,94.6654,Nagaland,,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",landslide,downpour,2010-08-17,day,0,0,25km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9087,1545827,28.235,94.9612,Arunachal Pradesh,,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",landslide,downpour,2016-07-19,day,0,0,50km,NELive,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5006,1545870,26.1147,94.3864,Nagaland,,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",landslide,downpour,2013-07-01,day,0,0,1km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12715,1545937,25.26049558,94.01914123,Manipur,,"Senapati, Mao-Maram, Senapati, Manipur",mudslide,flooding,2017-08-26,day,0,0,5km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7265,1546009,25.5007,93.9854,Manipur,,Willong-Yangkhullen stretch,landslide,continuous_rain,2015-07-22,day,0,0,5km,The Sangai Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6290,1546022,25.5772,91.8666,Meghalaya,,Mawbah under Mawprem area,landslide,continuous_rain,2014-09-23,day,8,1,5km,Zee News,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2437,1546051,23.7527,92.694,Mizoram,,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",landslide,downpour,2010-09-16,day,0,0,5km,mizoramexpress.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7371,1546055,23.9939,94.0573,Manipur,,near S Lamphei Lamkhai and Sehlon village,landslide,continuous_rain,2015-08-01,day,0,0,50km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1129,1546113,24.8628,94.4182,Manipur,,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",landslide,downpour,2009-08-30,day,0,0,50km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3912,1546140,27.44,92.2833,Arunachal Pradesh,,East Kameng district in Arunachal Pradesh bordering China,landslide,rain,2011-08-12,day,0,0,50km,inewsone,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2423,1546184,23.73504471,92.71060943,Mizoram,,"road to Kanan Veng from Hunthar Veng, Mizoram",landslide,downpour,2010-09-13,day,0,0,1km,Mizoram Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8223,1546209,23.7348,92.7187,Mizoram,,"Aizawl, Mizoram, India",landslide,downpour,2015-09-14,day,0,0,5km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7336,1546293,25.2193,90.5549,Meghalaya,,NH-62 at Sibbari,landslide,continuous_rain,2015-08-19,day,0,0,10km,Shillong Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3925,1546377,27.4888,93.0153,Arunachal Pradesh,,"East Kameng, Arunachal Pradesh",landslide,downpour,2011-08-15,day,0,0,50km,indianexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2113,1546385,27.3773,88.559,Sikkim,,"Singtam-Mangan rd, Sikkim",landslide,downpour,2010-07-21,day,0,0,25km,kuenselonline,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4990,1546387,27.3765,88.7628,Sikkim,,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",landslide,downpour,2013-06-27,day,0,0,1km,www.indiatvnews.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1596,1546398,24.7339,93.9161,Manipur,,"LangthAbal Khoupum, Imphal, Manipur",mudslide,downpour,2010-03-27,day,0,0,5km,news.oneindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7699,1546436,26.0214,94.5224,Nagaland,,Zunheboto district,landslide,continuous_rain,2015-08-19,day,0,0,50km,Web India 123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3860,1546473,25.4192,94.108,Manipur,,"Maram, Manipur",landslide,rain,2011-07-29,day,0,0,10km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7374,1546482,25.1122,94.3591,Manipur,,Ukhrul town Circular road from Rayotang to Viewland Zone II,landslide,continuous_rain,2015-08-01,day,0,0,10km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8224,1546559,23.7313,92.7187,Mizoram,,"Aizawl, Mizoram, India",landslide,downpour,2015-09-14,day,0,0,5km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10980,1546577,25.181453,93.118105,Assam,,"Mahur, Assam, India",landslide,rain,2017-04-04,day,0,0,1km,DNA,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3789,1546619,27.2743,92.9064,Arunachal Pradesh,,Mebua (8 km from Seppa),landslide,downpour,2011-07-16,day,0,0,10km,english.samaylive,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4403,1546642,24.8142,93.5444,Manipur,,"Imphal-Jiribam section of NH-37 , Manipur",landslide,downpour,2012-06-10,day,0,0,50km,thehindu,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2243,1546647,25.70223725,94.04619681,Nagaland,,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",landslide,downpour,2010-08-13,day,0,0,5km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,760,1546673,25.67,94.1066,Nagaland,,"Kohima, Nagaland",complex,downpour,2008-08-29,day,0,0,25km,kanglaonline,TRUE,TRUE,FALSE,FALSE
NASA_GLC,258,1546674,24.4279,94.0564,Manipur,,"NH-39 at Imphal-Moreh section, Lokchao largest event",landslide,rain,2007-09-11,day,3,0,50km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9731,1546683,23.83291945,92.63125938,Mizoram,,"Lengpui Village, Aizawl, Mizoram, India",landslide,downpour,2017-08-26,day,0,0,5km,Zee News,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12719,1546684,25.03190213,92.42257695,Meghalaya,,"Road, Malidor, East Jaintia Hills, Meghalaya, India",landslide,rain,2018-04-28,day,0,0,1km,The Shillong Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7706,1546718,25.0728,92.3636,Meghalaya,,National Highway at Kuliang,landslide,rain,2015-08-19,day,0,0,5km,Assam Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7276,1546821,26.1062,91.8717,Assam,,,landslide,continuous_rain,2015-07-25,day,2,0,5km,ASSAM Talks,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6287,1546851,26.1295,91.7056,Assam,,Dhirenpara,landslide,rain,2014-09-22,day,0,0,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2296,1546852,27.167,88.3652,Sikkim,,"many locations around Namchi, Sikkim",complex,downpour,2010-08-20,day,0,0,10km,thehimalayanbeacon.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5273,1546857,26.1807,94.5497,Nagaland,,"Zhekuto, Nagaland",landslide,monsoon,2013-08-04,day,0,0,5km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9336,1546867,24.5308,92.5121,Assam,,"Ramchandi , Hailakandi District, Assam, India",landslide,continuous_rain,2016-05-18,day,1,0,1km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2574,1546883,25.4749,93.1477,Assam,,"between Mahur and Maigrandisa(?) or Lumding, Assam",landslide,downpour,2010-10-09,day,0,0,50km,dnaindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6282,1546884,26.1097,91.7747,Assam,,Lalmati,landslide,rain,2014-09-22,day,1,0,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11176,1546926,28.10756941,94.18315697,Arunachal Pradesh,,"Gussar, Upper Subansiri, Arunachal Pradesh",landslide,rain,2017-06-20,day,1,0,5km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11150,1546934,24.79591421,93.72386429,Manipur,,"NH-37, between T. Laijang and K. Sinam villages, Tamenglong district, Manipur, 795008",landslide,downpour,2017-03-30,day,0,0,10km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11153,1546946,24.83507319,93.89896294,Manipur,,"Langol Laimanai, Imphal West, Manipur",landslide,continuous_rain,2017-07-09,day,0,0,5km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4905,1548238,26.0977,94.7031,Nagaland,,"Kuthur â Huker Road Via Y Anner, Chessore, Nagaland",landslide,unknown,2013-06-07,day,0,0,25km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1771,1548282,26.1978,91.7665,Assam,,"Raj Bhavan Guwahati, Assam",landslide,downpour,2010-04-20,day,0,0,exact,assamtribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4394,1548312,27.1748,88.6458,Sikkim,,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",landslide,rain,2012-06-07,day,7,0,25km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10972,1548323,26.191688,91.810079,Assam,,"Noonmati Nijarapar, Assam, India",landslide,unknown,2016-12-15,day,1,0,1km,NBC Daily,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10974,1548337,26.16066111,91.85294885,Assam,,"Bonda, Guwahati, Assam, India",landslide,continuous_rain,2017-04-05,day,2,0,5km,The Echo of India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11168,1548345,27.20938411,93.61539279,Arunachal Pradesh,,"Laptap, Papum Pare, Arunachal Pradesh, India",landslide,continuous_rain,2017-07-11,day,14,0,exact,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11167,1548346,27.11610665,93.79559574,Arunachal Pradesh,,"Naharlagun Sub-District, Papum Pare, Arunachal Pradesh",landslide,continuous_rain,2017-07-09,day,0,0,10km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10987,1548388,25.67836832,91.9234343,Meghalaya,,"Umiam, Ribhoi, Meghalaya",landslide,continuous_rain,2017-06-17,day,3,0,5km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2324,1548396,24.8029,93.6228,Manipur,,NH-53 at K Sinam village,landslide,downpour,2010-08-24,day,0,0,5km,India News,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11332,1548403,24.86388954,93.62191829,Manipur,,"NH-37, Tamenglong, Manipur, 795147",translational_slide,continuous_rain,2018-05-10,day,0,0,5km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3637,1548435,25.51614662,94.2341227,Nagaland,,"Lasumi village in Phek district, Kohima",landslide,rain,2011-06-21,day,0,0,1km,Morung Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7589,1548470,25.2568,92.3825,Meghalaya,,National Highway 44,landslide,rain,2015-08-19,day,0,0,25km,International Business Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9404,1548472,28.0822,96.5316,Arunachal Pradesh,,"Hayuliang, Anjaw district,Arunachal Pradesh, India",landslide,downpour,2016-05-01,day,0,0,1km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8995,1548480,26.1963,91.8074,Assam,,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",landslide,monsoon,2016-07-14,day,1,0,5km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6200,1548489,27.0869,93.6086,Arunachal Pradesh,,Arunachal Pradesh/Itanagar,landslide,downpour,2014-08-17,day,0,0,10km,One India News,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12716,1548507,25.14429782,93.97198129,Manipur,,"SL Veng Road, Kangpokpi, Sadar Hills West, Senapati, Manipur, 795129",mudslide,flooding,2017-06-05,day,0,0,5km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
