source,source_id,source_ref,latitude,longitude,state,district,location_description,landslide_type,trigger,event_date,temporal_precision,fatalities,injuries,location_accuracy,original_record_reference,valid_coordinates,valid_date,duplicate_source_id,duplicate_coordinates
NASA_GLC,6289,1540305,26.1001,91.6849,Assam,,Pamohi,landslide,rain,2014-09-22,day,0,0,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11177,1540350,27.583849,91.876945,Arunachal Pradesh,,"Tawang, Arunchal Pradesh",landslide,rain,2017-07-11,day,19,0,5km,NewsBytes,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10978,1540352,25.132228,93.04681,Assam,,"N. Leikul, Assam, India",landslide,rain,2017-04-04,day,0,0,1km,DNA,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10961,1540362,24.0135808,92.67420963,Mizoram,,"NH-54, North Thingdawl, Kolasib, Mizoram, 796075",landslide,continuous_rain,2017-04-25,day,0,0,50km,Outlook India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11156,1540363,25.73318099,93.99655231,Nagaland,,"NH-29, Sechu (Zubza), Kohima, Nagaland, 797002",landslide,continuous_rain,2017-05-16,day,0,0,1km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11161,1540364,26.66354481,94.62220277,Nagaland,,"Alongkima, Mokokchung, Nagaland",landslide,rain,2017-06-24,day,0,0,5km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,731,1540444,26.138,94.25,Nagaland,,"Akuk village, Wokha District, Nagaland",mudslide,downpour,2008-08-19,day,4,0,50km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7590,1540461,25.1416,92.3807,Meghalaya,,Tongseng,landslide,rain,2015-08-19,day,0,0,5km,International Business Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8237,1540475,27.0136,92.6351,Arunachal Pradesh,,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",landslide,downpour,2016-07-01,day,5,3,1km,The Hindu,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6286,1540487,26.1044,91.7082,Assam,,Garchuk,landslide,rain,2014-09-22,day,0,0,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7266,1540489,25.5098,93.8794,Manipur,,Yangkhullen-Tamphung road till Nagaland border,landslide,continuous_rain,2015-07-22,day,0,0,10km,The Sangai Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,580,1540509,24.6596,93.9784,Manipur,,"near Kuloor church, in Manipur along National Highway",landslide,monsoon,2008-06-09,day,0,0,unknown,daijiworld,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9334,1540523,24.5204,92.7264,Assam,,"Bilaipur, Hailakandi district, Assam, India",landslide,continuous_rain,2016-05-18,day,2,0,1km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,585,1540529,27.0998,93.6287,Arunachal Pradesh,,"Itanagar-Naharlagun, Arunachal Pradesh",landslide,rain,2008-06-14,day,21,0,25km,ukpress.google,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7655,1540549,27.5799,91.8569,Arunachal Pradesh,,"Tawang, Arunachal Pradesh",landslide,continuous_rain,2016-04-22,day,17,0,5km,Zee News,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9464,1540555,27.5754,91.9754,Arunachal Pradesh,,Babrang village under Jang circle in Tawang district,landslide,downpour,2016-08-05,day,0,3,5km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1613,1540563,27.8997,93.3497,Arunachal Pradesh,,"Koloriang, Kuring Kumey district, Arunachal Pradesh",mudslide,downpour,2010-04-02,day,12,0,1km,english.peopledaily,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2253,1539791,25.31006064,94.48265093,Manipur,,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",landslide,downpour,2010-08-15,day,0,0,25km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2282,1539841,26.1984,94.8158,Nagaland,,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",landslide,downpour,2010-08-19,day,0,0,1km,indiablooms,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2567,1539962,25.6633,94.4703,Nagaland,,"Phek, Manipur",complex,downpour,2010-10-08,day,0,0,5km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6285,1539993,26.159,91.8178,Assam,,VIP Road,landslide,rain,2014-09-22,day,0,0,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5005,1539994,26.72,95.029,Nagaland,,"Walo Ward, Mon Town, Wokha District, Nagaland",landslide,downpour,2013-07-01,day,0,0,5km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10005,1540002,26.10973183,91.80317334,Assam,,"Beltola, Assam State-Meghalaya State border, India",landslide,continuous_rain,2017-07-06,day,0,0,10km,DY365,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1756,1540025,27.322,88.6087,Sikkim,,"Nam Nang, Gangtok",landslide,downpour,2010-04-17,day,0,0,1km,voiceofsikkim.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4436,1540026,26.9986,95.4993,Arunachal Pradesh,,"Khonsa, Arunachal Pradesh",landslide,downpour,2012-06-25,day,0,0,50km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7910,1540042,24.3481,94.1146,Manipur,,Chandel,landslide,unknown,2015-08-01,day,0,0,10km,E-Pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1776,1540046,25.3612,92.2845,Meghalaya,,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,landslide,downpour,2010-04-21,day,0,0,25km,hmar.in,TRUE,TRUE,FALSE,FALSE
NASA_GLC,252,1540109,25.4993,94.1192,Manipur,,"Mao in Manipur, Phipema and Chunikhudima in Nagaland",landslide,rain,2007-09-09,day,0,0,25km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,211,1540123,24.9667,93.55,Manipur,,Tamenglong,mudslide,continuous_rain,2007-08-26,day,1,0,5km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7375,1540147,25.1941,94.4481,Manipur,,Ukhrul NH 201-Jessami road,landslide,continuous_rain,2015-08-01,day,0,0,25km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3932,1540148,25.83,94.13,Nagaland,,Botsa  and Chiechama,landslide,monsoon,2011-08-18,day,0,0,exact,thenewsofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3831,1540153,24.7992,93.948,Manipur,,Heibok Hills,landslide,downpour,2011-07-22,day,0,0,unknown,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6213,1540174,25.8143,90.5763,Meghalaya,,Meghalaya,landslide,continuous_rain,2014-09-24,day,0,0,unknown,The New Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9998,1542272,27.98531715,94.21263589,Arunachal Pradesh,,"Abotani Colony, Daporijo Township, Arunachal Pradesh, India",landslide,rain,2017-07-04,day,0,0,1km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9931,1542288,25.06657276,93.9310888,Manipur,,Torrential downpour causes road-blocking lansdlide along NH-2 near Bimparao village,landslide,downpour,2017-06-30,day,0,0,1km,E-Pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1112,1542384,27.1761,88.5287,Sikkim,,"NH31A, Mile 27 near Rambi",mudslide,downpour,2009-08-20,day,0,0,25km,beacononline.wordpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5431,1542389,24.9829,93.5063,Manipur,,"Tamenglong, Manipur",mudslide,continuous_rain,2013-09-01,day,0,0,5km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3672,1542391,25.5125,93.3613,Assam,,"Portions of NH 39, Connectin Manipur with Assam via Nagaland",landslide,downpour,2011-06-29,day,0,0,unknown,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3997,1542392,27.5161,88.5575,Sikkim,,,landslide,unknown,2011-09-30,day,0,0,10km,isikkim.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1108,1542395,24.9925,93.5,Manipur,,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",landslide,downpour,2009-08-20,day,0,0,10km,kanglaonline,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1935,1542414,23.8986,91.7599,Tripura,,"atharamura hills, Highway 44, Tripura",landslide,downpour,2010-06-03,day,0,0,5km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2576,1542424,25.4788,94.1399,Manipur,,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",landslide,downpour,2010-10-09,day,0,0,10km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11501,1542464,23.79260297,91.53090192,Tripura,,"Champabari, Jirania, Tripura, India",landslide,downpour,2018-05-20,day,1,1,5km,The Times of India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3916,1542550,25.7713,93.8067,Nagaland,,"Chumukedima, Dimapur",mudslide,downpour,2011-08-13,day,0,0,10km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9405,1542578,26.7223,95.0243,Nagaland,,"Techahan Ward, Mon, Nagaland, India",landslide,continuous_rain,2016-04-19,day,0,0,1km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8222,1542986,26.1961,91.7825,Assam,,"Piyali Phukan Nagar, Guwahati, India",mudslide,downpour,2016-06-22,day,1,0,5km,NYOOOZ,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4241,1542994,25.1604,93.6795,Manipur,,Tamei constituency in Tamenlong district,landslide,unknown,2012-03-04,day,0,0,25km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1930,1543000,28.4298,95.8776,Arunachal Pradesh,,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh",landslide,downpour,2010-05-31,day,0,0,50km,indianexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2163,1543004,25.4196,94.1054,Manipur,,"Maram area in Senapati district, National Highway 39",landslide,downpour,2010-07-29,day,0,0,5km,assamtribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1934,1543064,24.6005,92.3814,Assam,,Rongpur village under Bhairabhnagar panchayat in Karimganj district,landslide,downpour,2010-06-03,day,2,0,25km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9619,1543084,27.1695,88.3664,Sikkim,,Namchi,landslide,rain,2016-10-15,day,0,0,5km,Hindu,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9219,1543110,26.0101,94.5282,Nagaland,,"Zunheboto, Nagaland, India",landslide,downpour,2016-07-26,day,0,0,5km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,545,1543182,24.9849,92.8411,Assam,,"A Cachar District village, near village of Srinager, Assam",mudslide,mining,2008-05-20,day,5,0,50km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7727,1543188,25.6263,94.1057,Nagaland,,between Phesama and Kuima in Nagaland,landslide,continuous_rain,2015-08-20,day,0,0,5km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7778,1543197,23.8447,93.0514,Mizoram,,Phullenâs main road,mudslide,continuous_rain,2015-08-26,day,0,0,10km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9142,1543207,26.3185,94.5247,Nagaland,,"lower Majakong Ward, Mokokchung, Nagaland, India",landslide,continuous_rain,2016-06-14,day,0,0,1km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3741,1543211,25.4191,94.1079,Manipur,,Maram (80 km north of Imphal),landslide,rain,2011-07-07,day,0,0,5km,e-pao,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4435,1543246,27.174,95.8011,Arunachal Pradesh,,"Tirap , Arunachal Pradesh",landslide,downpour,2012-06-25,day,0,0,10km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5271,1543252,26.284,94.5808,Nagaland,,"Nanga, Nagaland",landslide,continuous_rain,2013-08-04,day,0,0,5km,www.nagalandpost.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7031,1543278,27.6163,88.6586,Sikkim,,"Bop, Sikkim",landslide,unknown,2015-05-24,day,0,0,1km,The Olympian,TRUE,TRUE,FALSE,FALSE
NASA_GLC,587,1543312,27.2298,94.0989,Assam,,"Lakhimpur district, Bihpuria, Assam",landslide,downpour,2008-06-15,day,17,0,25km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,148,1543323,22.479,92.967,Mizoram,,Saiha,landslide,downpour,2007-07-30,day,0,0,25km,Red Cross - Field reports,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2539,1543379,28.3092,95.4149,Arunachal Pradesh,,"Mosing village, Upper Siang district, Arunachal Pradesh",landslide,downpour,2010-10-03,day,10,0,25km,gsi.gov,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6015,1542625,27.9032,96.174,Arunachal Pradesh,,Lohit District of Arunachal Pradesh,mudslide,rain,2014-05-08,day,0,0,1km,Business Standard,TRUE,TRUE,FALSE,FALSE
NASA_GLC,870,1542632,27.4,92.35,Arunachal Pradesh,,"West Kameng, Arunachal Pradesh",mudslide,downpour,2008-10-29,day,12,0,50km,sindhtoday,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5427,1542655,25.3833,94.1884,Manipur,,"Koide Government High School, Senapati, Manipur",landslide,downpour,2013-08-15,day,0,0,5km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8339,1542656,26.1666,91.7042,Assam,,Kamakhya Temple,landslide,continuous_rain,2015-09-23,day,0,0,1km,Assam Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7666,1542683,25.1019,93.3729,Manipur,,Tousem,landslide,continuous_rain,2015-08-11,day,0,0,5km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7701,1542688,25.6278,94.1051,Nagaland,,Phesama,landslide,continuous_rain,2015-08-19,day,0,0,5km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,126,1542722,27.1499,88.38,Sikkim,,Bardang near Singtam,mudslide,rain,2007-07-16,day,0,0,25km,thestatesman.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,220,1542744,25.1333,93.9667,Manipur,,"Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)",landslide,rain,2007-08-31,day,0,0,25km,kanglaonline.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5123,1542762,25.7131,94.0885,Nagaland,,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",mudslide,rain,2013-07-17,day,0,0,50km,The Hindu,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9972,1542765,26.22247247,91.92053028,Assam,,"Chandrapur, Kamrup Metropolitan, Assam",landslide,continuous_rain,2017-07-03,day,1,0,10km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9875,1542778,24.32420539,93.15020652,Manipur,,"NH 2, Manipur State, India",landslide,downpour,2017-06-26,day,0,0,5km,Zoram Observer,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7334,1542851,28.1737,94.7596,Arunachal Pradesh,,Arunachal Pradesh,landslide,unknown,2015-08-18,day,1,0,unknown,webindia123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,256,1542867,27.3425,88.6236,Sikkim,,Rhodong village near Rhey in East Sikkim,landslide,rain,2007-09-10,day,0,0,10km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7279,1542869,24.9818,93.5142,Manipur,,Tamenglong Ward No-IV,mudslide,monsoon,2015-07-24,day,0,0,50km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4569,1542929,27.8385,88.556,Sikkim,,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",landslide,downpour,2012-09-19,day,20,0,10km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5084,1542960,25.616,94.1167,Nagaland,,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",landslide,downpour,2013-07-12,day,0,0,10km,www.assamtribune.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,8996,1541387,26.1768,91.7702,Assam,,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",landslide,monsoon,2016-07-14,day,1,0,1km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9834,1541399,27.05880384,93.54136779,Arunachal Pradesh,,"Poma, 6km away from Itanagar",landslide,rain,2017-06-21,day,0,0,1km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9797,1541406,27.769793,93.50995626,Arunachal Pradesh,,"Sarli-Damin road in Kurung Kumey district, near Lee village",mudslide,rain,2017-05-24,day,1,0,25km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10004,1541409,26.14547804,91.79364785,Assam,,"Dispur, Kamrup Metropolitan, Assam",landslide,continuous_rain,2017-07-10,day,0,0,1km,The Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1109,1541435,25.5215,93.1645,Assam,,Lumding-Badarpur section in North Cachar Hills district,landslide,downpour,2009-08-20,day,0,0,25km,prokerala,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1775,1541488,27.8965,96.1779,Arunachal Pradesh,,Arunachal Pradesh,landslide,downpour,2010-04-21,day,12,0,unknown,gsi.gov,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3269,1541516,28.0791,96.5242,Arunachal Pradesh,,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",landslide,downpour,2011-03-22,day,0,0,10km,articles.timesofindia,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2283,1541562,24.8961,93.4957,Manipur,,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",mudslide,downpour,2010-08-19,day,0,0,5km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3662,1541579,25.03561729,94.0144205,Manipur,,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",landslide,rain,2011-06-28,day,0,0,25km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7383,1541607,23.899,94.1434,Manipur,,"Tuitung village, Khengjoi",landslide,rain,2015-08-01,day,0,0,5km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11173,1541671,27.61790706,93.84196894,Arunachal Pradesh,,"IMC ward #18 (??), Lower Subansiri, Arunachal Pradesh",landslide,monsoon,2017-04-22,day,0,0,10km,The Dawnlit Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4858,1541721,26.1662,91.7138,Assam,,"Nursery, North Guwahati, Guwahati, Assam,",landslide,rain,2013-05-11,day,0,0,50km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6288,1541773,26.1985,91.7998,Assam,,Noonmati,landslide,rain,2014-09-22,day,0,0,5km,Assam Tribune,TRUE,TRUE,FALSE,FALSE
NASA_GLC,13263,1541812,27.303999,92.407813,Arunachal Pradesh,,"5 mile area, between Bomdila and Dirang road, Chariduar - Tawang Road, India.",rock_fall,unknown,2017-09-30,day,0,0,10km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9974,1541915,25.4976444,94.12901274,Manipur,,"AH1, Mao-Maram, Senapati, Manipur, 795150",landslide,continuous_rain,2017-07-04,day,0,0,1km,Imphal Free Press,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9853,1541917,27.593,88.492,Sikkim,,"Dzongu, Sikkim, India",landslide,rain,2016-08-16,day,0,0,exact,AGU Blog,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9877,1541919,24.21988831,93.20266204,Manipur,,"NH-2, Pherzawl District, Manipur State, India",landslide,downpour,2017-06-26,day,0,0,10km,Zoram Observer,TRUE,TRUE,FALSE,FALSE
NASA_GLC,9876,1541921,24.30415689,93.18182448,Manipur,,"NH 2, Manipur State, India",landslide,downpour,2017-06-27,day,0,0,5km,Zoram Observer,TRUE,TRUE,FALSE,FALSE
NASA_GLC,1125,1541983,27.3746,88.7648,Sikkim,,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim",landslide,rain,2009-08-26,day,0,0,25km,beacononline.wordpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10957,1542032,22.90813548,92.47207294,Mizoram,,"Tlabung, Lungsen, Lunglei, Mizoram",landslide,rain,2017-06-09,day,10,0,100km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10985,1542033,25.43807422,91.79904872,Meghalaya,,"Khatarshnong Laitkroh, East Khasi Hills, Meghalaya",landslide,continuous_rain,2017-06-17,day,1,2,1km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12712,1542096,24.981195,94.018619,Manipur,,"6-7 km away from Saikul, near Champhai, Imphal-Saikul Rd, Manipur, India",landslide,downpour,2017-09-29,day,0,0,10km,Kangla Online,TRUE,TRUE,FALSE,FALSE
NASA_GLC,12713,1542097,25.533595,94.133345,Manipur,,"about 1 km from the AH2 national highway which runs through the center of Khuzama, Mewoboke Colony, Khuzama, Nagaland 797005, India",mudslide,continuous_rain,2017-10-22,day,0,0,1km,webindia123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5476,1542148,27.3736,88.7323,Sikkim,,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),landslide,rain,2013-09-07,day,0,0,25km,articles.timesofindia.indiatimes.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11170,1544582,27.14163897,93.66495709,Arunachal Pradesh,,"Naharlagun Sub-District, Papum Pare, Arunachal Pradesh",mudslide,continuous_rain,2017-07-09,day,0,0,5km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,3633,1544688,26.3186,94.5121,Nagaland,,Mokokchung,landslide,downpour,2011-06-20,day,0,0,5km,morungexpress,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11152,1544699,25.08303063,94.23757741,Manipur,,"Sirakhong, Ukhrul Central, Ukhrul, Manipur State, India",landslide,unknown,2017-04-06,day,0,0,exact,Dailyworld,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11163,1544725,26.95223279,93.85748748,Assam,,"Narayanpur, Lakhimpur, Assam, 784164",landslide,continuous_rain,2017-07-10,day,2,0,1km,Firstpost,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11160,1544738,26.2632687,94.81481951,Nagaland,,"Tuensang, Nagaland",landslide,unknown,2017-07-10,day,0,0,5km,Eastern Mirror,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11174,1544740,27.6802471,93.62592773,Arunachal Pradesh,,"Palin, Kurung Kumey, Arunachal Pradesh",landslide,continuous_rain,2017-04-22,day,3,0,1km,The Northeast Today,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7409,1544759,25.72,94.6219,Nagaland,,Meluri Sub-Division in Phek District of Nagaland,landslide,continuous_rain,2015-08-02,day,0,0,10km,IBN Live,TRUE,TRUE,FALSE,FALSE
NASA_GLC,6112,1544806,26.1964,91.7652,Assam,,"Kharghuli Hills, Assam",landslide,rain,2014-06-28,day,0,0,exact,Assam Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7838,1544888,23.6866,93.017,Mizoram,,the state highway which links the rest of the state to eastern Champhai district,landslide,downpour,2015-08-27,day,0,0,50km,Indian Express,TRUE,TRUE,FALSE,FALSE
NASA_GLC,212,1544957,25.5576,91.8506,Meghalaya,,National Highway No 44 at Sonarpur in Meghalaya,complex,rain,2007-08-26,day,0,0,unknown,Newspost India.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,4408,1544969,25.5498,92.0757,Meghalaya,,"NH44, Kuliang",landslide,downpour,2012-06-13,day,0,0,unknown,zeenews.india,TRUE,TRUE,FALSE,FALSE
NASA_GLC,5429,1544970,27.3425,88.2426,Sikkim,,Tamabong Village In Sikkim State,landslide,downpour,2013-09-01,day,5,0,50km,sciencythoughts.blogspot.com,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7933,1544268,26.1868,91.6739,Assam,,Maligaon,rock_fall,rain,2015-09-01,day,2,0,1km,Assam Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7372,1544278,25.0634,94.3415,Manipur,,Naga Gate along the Ukhrul-Imphal route,mudslide,continuous_rain,2015-07-31,day,0,0,10km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,2570,1544363,24.837,93.9128,Manipur,,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",landslide,downpour,2010-10-08,day,0,0,5km,e-pao.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,7389,1544418,24.4072,94.0644,Manipur,,between Bongyang and Lokchao along the Imphal-Moreh highway,landslide,continuous_rain,2015-08-01,day,0,0,5km,E-PAO,TRUE,TRUE,FALSE,FALSE
NASA_GLC,142,1544522,25.5212,90.232,Meghalaya,,Tura,rock_fall,rain,2007-07-27,day,8,0,10km,Telegraph India,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11164,1544561,27.1071241,93.65156438,Arunachal Pradesh,,"NH-52A, Naharlagun Sub-District, Papum Pare, Arunachal Pradesh, 791111",landslide,continuous_rain,2017-07-09,day,0,0,5km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10963,1544574,23.33501164,92.85410625,Mizoram,,"Serchhip District, Mizoram, 796230",landslide,rain,2017-06-12,day,1,0,10km,Imphal Free Press,TRUE,TRUE,FALSE,FALSE
NASA_GLC,269,1543784,27.2872,88.2816,Sikkim,,Geyzing-Jorethang road and Naya Bazar-Legship road,landslide,rain,2007-09-18,day,0,0,50km,thestatesman.net,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10979,1543799,25.195355,93.172758,Assam,,"Phaiding, Assam, India",landslide,rain,2017-04-04,day,0,0,1km,DNA,TRUE,TRUE,FALSE,FALSE
NASA_GLC,10968,1543803,24.27173018,93.28039349,Manipur,,"Thanlon, Churachandpur, Manipur",landslide,continuous_rain,2017-07-09,day,0,0,1km,Hindustan Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11169,1543806,27.05957271,93.50102778,Arunachal Pradesh,,"Itanagar- Jote-Tapiasso road, Papum Pare, Arunachal Pradesh",landslide,continuous_rain,2017-07-09,day,0,0,10km,The Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11155,1543821,25.72019272,94.03225673,Nagaland,,"Kiruphema village, Kohima, Nagaland",landslide,continuous_rain,2017-07-08,day,0,0,5km,WebIndia123,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11154,1543822,25.77171292,93.93507183,Nagaland,,"Medziphema, Dimapur, Nagaland",landslide,rain,2017-04-07,day,0,0,5km,Nagaland Post,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11166,1543825,27.07671517,93.59755441,Arunachal Pradesh,,"Aalo, Itanagar, Papum Pare, Arunachal Pradesh",landslide,continuous_rain,2017-07-09,day,0,0,5km,Arunachal Times,TRUE,TRUE,FALSE,FALSE
NASA_GLC,11151,1543830,25.06466676,94.27420555,Manipur,,"Ukhrul Central, Ukhrul, Manipur",landslide,continuous_rain,2017-07-08,day,0,0,100km,E-Pao,TRUE,TRUE,FALSE,FALSE
